iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8500.0000,3716,3716,1,0
2,7225.0000,3310,3310,1,0
3,6141.2500,3332,3310,1,1
4,5220.0625,3279,3279,1,0
5,4437.0532,3263,3263,1,0
6,3771.4954,3233,3233,1,0
7,3205.7712,3112,3112,1,0
8,2724.9055,3109,3109,1,0
9,2316.1697,3148,3109,1,1
10,1968.7443,3150,3109,1,1
11,1673.4326,3037,3037,1,0
12,1422.4177,3039,3037,1,1
13,1209.0551,3003,3003,1,0
14,1027.6968,2977,2977,1,0
15,873.5423,3012,2977,1,1
16,742.5110,2962,2962,1,0
17,631.1343,2950,2950,1,0
18,536.4642,2949,2949,1,0
19,455.9946,2941,2941,1,0
20,387.5954,3083,2941,1,1
21,329.4561,2945,2941,1,0
22,280.0377,3025,2941,1,1
23,238.0320,2996,2941,1,0
24,202.3272,2990,2941,1,0
25,171.9782,3010,2941,1,1
26,146.1814,2927,2927,1,0
27,124.2542,2954,2927,1,1
28,105.6161,2900,2900,1,0
29,89.7737,2872,2872,1,0
30,76.3076,2843,2843,1,0
31,64.8615,2866,2843,1,1
32,55.1323,2878,2843,1,1
33,46.8624,2871,2843,1,0
34,39.8331,2856,2843,1,0
35,33.8581,2837,2837,1,0
36,28.7794,2836,2836,1,0
37,24.4625,2831,2831,1,0
38,20.7931,2835,2831,1,1
39,17.6741,2823,2823,1,0
40,15.0230,2784,2784,1,0
41,12.7696,2799,2784,1,1
42,10.8541,2841,2784,1,1
43,9.2260,2866,2784,1,1
44,7.8421,2783,2783,1,0
45,6.6658,2777,2777,1,0
46,5.6659,2825,2777,1,1
47,4.8160,2805,2777,1,0
48,4.0936,2748,2748,1,0
49,3.4796,2757,2748,1,1
50,2.9576,2826,2748,1,1
51,2.5140,2779,2748,1,0
52,2.1369,2796,2748,1,1
53,1.8164,2755,2748,1,0
54,1.5439,2840,2748,1,1
55,1.3123,2809,2748,1,0
56,1.1155,2805,2748,1,0
57,0.9482,2746,2746,1,0
58,0.8059,2742,2742,1,0
59,0.6850,2712,2712,1,0
60,0.5823,2713,2712,1,1
61,0.4949,2692,2692,1,0
62,0.4207,2743,2692,1,1
63,0.3576,2738,2692,1,0
64,0.3040,2772,2692,1,1
65,0.2584,2726,2692,1,0
66,0.2196,2703,2692,1,0
67,0.1867,2753,2692,1,1
68,0.1587,2706,2692,1,0
69,0.1349,2762,2692,1,1
70,0.1146,2702,2692,1,0
71,0.0974,2730,2692,1,1
