iteration,makespan
1,4430
2,4362
3,4336
4,4300
5,4293
6,4283
7,4276
8,4227
9,4165
10,4082
11,4025
12,3969
13,3963
14,3961
15,3916
16,3848
17,3777
18,3700
19,3631
20,3541
21,3443
22,3436
23,3430
24,3377
25,3281
26,3221
27,3137
28,3121
29,3026
30,2981
31,2897
32,2872
33,2863
34,2798
35,2768
36,2761
37,2712
38,2687
39,2647
40,2592
41,2566
42,2510
43,2499
44,2461
45,2381
46,2312
47,2264
48,2260
49,2178
50,2130
51,2061
52,1981
53,1943
54,1932
55,1876
56,1850
57,1795
58,1755
59,1730
60,1681
61,1674
62,1644
63,1579
64,1570
65,1545
66,1461
67,1416
68,1321
69,1305
70,1221
71,1161
72,1161
