iteration,makespan
1,19432
2,19394
3,19328
4,19310
5,19285
6,19220
7,19163
8,19097
9,19021
10,18945
11,18873
12,18831
13,18739
14,18729
15,18665
16,18622
17,18567
18,18510
19,18439
20,18392
21,18327
22,18320
23,18302
24,18231
25,18228
26,18212
27,18118
28,18086
29,18036
30,17964
31,17922
32,17846
33,17784
34,17735
35,17725
36,17718
37,17680
38,17599
39,17504
40,17469
41,17436
42,17373
43,17346
44,17296
45,17292
46,17236
47,17164
48,17107
49,17015
50,17002
51,16924
52,16829
53,16776
54,16725
55,16699
56,16679
57,16612
58,16589
59,16550
60,16527
61,16468
62,16375
63,16309
64,16306
65,16246
66,16168
67,16107
68,16103
69,16054
70,16021
71,15964
72,15880
73,15872
74,15800
75,15774
76,15726
77,15662
78,15654
79,15626
80,15528
81,15519
82,15491
83,15474
84,15441
85,15356
86,15352
87,15322
88,15230
89,15217
90,15171
91,15113
92,15057
93,14975
94,14938
95,14847
96,14843
97,14813
98,14736
99,14688
100,14675
101,14649
102,14615
103,14608
104,14599
105,14591
106,14572
107,14503
108,14488
109,14440
110,14439
111,14409
112,14333
113,14241
114,14227
115,14175
116,14082
117,13990
118,13905
119,13822
120,13765
121,13700
122,13679
123,13665
124,13638
125,13582
126,13568
127,13511
128,13494
129,13442
130,13379
131,13372
132,13354
133,13328
134,13239
135,13198
136,13156
137,13085
138,13068
139,13034
140,13013
141,13003
142,12986
143,12961
144,12862
145,12792
146,12724
147,12665
148,12629
149,12560
150,12549
151,12457
152,12418
153,12352
154,12351
155,12280
156,12240
157,12229
158,12187
159,12128
160,12093
161,12055
162,12036
163,11958
164,11873
165,11855
166,11782
167,11725
168,11626
169,11618
170,11600
171,11556
172,11545
173,11450
174,11392
175,11303
176,11268
177,11220
178,11171
179,11078
180,10999
181,10953
182,10861
183,10792
184,10765
185,10726
186,10649
187,10619
188,10543
189,10538
190,10498
191,10492
192,10490
193,10440
194,10434
195,10406
196,10338
197,10324
198,10284
199,10228
200,10131
201,10060
202,10025
203,9954
204,9945
205,9886
206,9797
207,9771
208,9728
209,9639
210,9580
211,9571
212,9500
213,9465
214,9394
215,9297
216,9241
217,9201
218,9187
219,9119
220,9091
221,9085
222,9035
223,9033
224,9027
225,8987
226,8982
227,8906
228,8876
229,8799
230,8760
231,8733
232,8664
233,8572
234,8526
235,8447
236,8354
237,8305
238,8257
239,8222
240,8133
241,8075
242,7980
243,7969
244,7925
245,7907
246,7899
247,7800
248,7743
249,7670
250,7652
251,7567
252,7489
253,7470
254,7432
255,7397
256,7338
257,7296
258,7285
259,7245
260,7174
261,7173
262,7107
263,7068
264,6976
265,6965
266,6896
267,6860
268,6801
269,6733
270,6663
271,6564
272,6539
273,6522
274,6512
275,6491
276,6457
277,6440
278,6369
279,6327
280,6286
281,6197
282,6171
283,6153
284,6146
285,6083
286,6031
287,6014
288,5957
289,5943
290,5887
291,5860
292,5846
293,5825
294,5760
295,5703
296,5620
297,5535
298,5443
299,5350
300,5298
301,5284
302,5192
303,5116
304,5086
305,5085
306,5037
307,5022
308,4953
309,4934
310,4926
311,4917
312,4910
313,4895
314,4861
315,4854
316,4845
317,4837
318,4818
319,4749
320,4734
321,4686
322,4685
323,4655
324,4579
325,4487
326,4473
327,4421
328,4328
329,4236
330,4151
331,4068
332,4011
333,3946
334,3925
335,3911
336,3884
337,3828
338,3814
339,3757
340,3740
341,3688
342,3625
343,3618
344,3600
345,3574
346,3485
347,3444
348,3402
349,3331
350,3314
351,3280
352,3259
353,3249
354,3232
355,3207
356,3108
357,3038
358,2970
359,2911
360,2875
361,2806
362,2795
363,2703
364,2664
365,2598
366,2597
367,2526
368,2486
369,2475
370,2462
371,2420
372,2409
373,2369
374,2298
375,2297
376,2231
377,2192
378,2100
379,2089
380,2020
381,1984
382,1925
383,1857
384,1787
385,1688
386,1663
387,1646
388,1636
389,1615
390,1581
391,1564
392,1493
393,1451
394,1410
395,1321
396,1295
397,1277
398,1270
399,1255
400,1192
401,1185
402,1167
403,1141
404,1052
405,1011
406,969
407,898
408,881
409,847
410,826
411,816
412,799
413,774
414,675
415,650
416,580
417,481
418,456
419,439
420,429
421,408
422,374
423,357
424,357
