temperatura,makespan
10000.00000,4891
9500.00000,858
9025.00000,744
8573.75000,753
8145.06250,779
7737.80908,766
7350.91846,718
6983.37256,760
6634.20361,706
6302.49316,678
5987.36865,714
5688.00000,723
5403.60010,698
5133.41992,645
4876.74902,618
4632.91162,597
4401.26611,800
4181.20264,730
3972.14233,759
3773.53516,700
3584.85840,689
3405.61548,750
3235.33472,676
3073.56787,615
2919.88940,593
2773.89502,591
2635.20020,577
2503.44019,553
2378.26807,568
2259.35474,573
2146.38696,595
2039.06763,588
1937.11426,593
1840.25854,584
1748.24561,595
1660.83325,545
1577.79163,531
1498.90198,592
1423.95691,610
1352.75903,546
1285.12109,537
1220.86499,529
1159.82178,579
1101.83069,603
1046.73914,592
994.40216,545
944.68207,611
897.44794,580
852.57550,576
809.94672,530
769.44934,537
730.97687,529
694.42804,537
659.70660,603
626.72125,537
595.38519,526
565.61591,529
537.33508,526
510.46832,560
484.94492,529
460.69766,595
437.66278,537
415.77963,599
394.99063,529
375.24109,579
356.47903,592
338.65509,591
321.72232,576
305.63620,608
290.35440,545
275.83667,549
262.04483,530
248.94258,537
236.49545,529
224.67068,537
213.43715,529
202.76529,530
192.62703,533
182.99568,530
173.84590,529
165.15361,591
156.89594,592
149.05113,549
141.59857,545
134.51865,611
127.79271,576
121.40308,595
115.33292,545
109.56628,553
104.08796,608
98.88356,576
93.93938,553
89.24242,534
84.78030,530
80.54128,529
76.51422,560
72.68851,529
69.05408,530
65.60137,595
62.32130,529
59.20523,529
56.24497,591
53.43272,545
50.76109,530
48.22303,595
45.81188,579
43.52128,592
41.34522,591
39.27796,595
37.31406,529
35.44836,592
33.67594,537
31.99214,529
30.39253,537
28.87291,595
27.42926,529
26.05780,592
24.75491,537
23.51716,595
22.34130,591
21.22424,560
20.16302,545
19.15487,608
18.19713,595
17.28727,545
16.42291,608
15.60176,546
14.82167,608
14.08059,546
13.37656,533
12.70773,591
12.07234,579
11.46873,576
10.89529,545
10.35052,546
9.83300,545
9.34135,611
8.87428,706
8.43057,643
8.00904,633
7.60859,605
7.22816,592
6.86675,656
6.52341,530
6.19724,555
5.88738,530
5.59301,567
5.31336,579
5.04769,541
4.79531,560
4.55554,579
4.32776,530
4.11138,598
3.90581,624
3.71052,561
3.52499,586
3.34874,538
3.18130,530
3.02224,586
2.87113,530
2.72757,579
2.59119,571
2.46163,516
2.33855,567
2.22162,518
2.11054,577
2.00501,580
1.90476,650
1.80953,544
1.71905,529
1.63310,542
1.55144,518
1.47387,563
1.40018,594
1.33017,567
1.26366,559
1.20048,554
1.14045,529
1.08343,559
1.02926,577
0.97780,579
0.92891,590
0.88246,567
0.83834,529
0.79642,572
0.75660,542
0.71877,594
0.68283,580
0.64869,561
0.61625,542
0.58544,580
0.55617,529
0.52836,544
0.50194,555
0.47685,580
0.45300,544
0.43035,580
0.40884,542
0.38839,544
0.36897,561
0.35053,530
0.33300,529
0.31635,542
0.30053,544
0.28551,555
0.27123,561
0.25767,580
0.24479,595
0.23255,542
0.22092,531
0.20987,563
0.19938,618
0.18941,606
0.17994,629
0.17094,580
0.16240,571
0.15428,561
0.14656,593
0.13923,553
0.13227,581
0.12566,566
0.11938,555
0.11341,516
0.10774,531
0.10235,567
