iteracao,temperatura,makespan_atual,makespan_melhor,aceita,piora_aceita
1,8500.0000,480,480,1,0
2,7225.0000,471,471,1,0
3,6141.2500,467,467,1,0
4,5220.0625,434,434,1,0
5,4437.0532,488,434,1,1
6,3771.4954,462,434,1,0
7,3205.7712,452,434,1,0
8,2724.9055,509,434,1,1
9,2316.1697,497,434,1,0
10,1968.7443,445,434,1,0
11,1673.4326,504,434,1,1
12,1422.4177,505,434,1,1
13,1209.0551,447,434,1,0
14,1027.6968,438,434,1,0
15,873.5423,427,427,1,0
16,742.5110,408,408,1,0
17,631.1343,397,397,1,0
18,536.4642,477,397,1,1
19,455.9946,387,387,1,0
20,387.5954,459,387,1,1
21,329.4561,454,387,1,0
22,280.0377,431,387,1,0
23,238.0320,481,387,1,1
24,202.3272,455,387,1,0
25,171.9782,507,387,1,1
26,146.1814,418,387,1,0
27,124.2542,491,387,1,1
28,105.6161,472,387,1,0
29,89.7737,505,387,1,1
30,76.3076,548,387,1,1
31,64.8615,469,387,1,0
32,55.1323,473,387,1,1
33,46.8624,527,387,1,1
34,39.8331,526,387,1,0
35,33.8581,479,387,1,0
36,28.7794,447,387,1,0
37,24.4625,439,387,1,0
38,20.7931,517,387,1,1
39,17.6741,434,387,1,0
40,15.0230,486,387,1,1
41,12.7696,503,387,1,1
42,10.8541,471,387,1,0
43,9.2260,506,387,1,1
44,7.8421,460,387,1,0
45,6.6658,433,387,1,0
46,5.6659,419,387,1,0
47,4.8160,407,387,1,0
48,4.0936,402,387,1,0
49,3.4796,441,387,1,1
50,2.9576,376,376,1,0
51,2.5140,450,376,1,1
52,2.1369,433,376,1,0
53,1.8164,463,376,1,1
54,1.5439,449,376,1,0
55,1.3123,438,376,1,0
56,1.1155,446,376,1,1
57,0.9482,417,376,1,0
58,0.8059,432,376,1,1
59,0.6850,411,376,1,0
60,0.5823,414,376,1,1
61,0.4949,385,376,1,0
62,0.4207,368,368,1,0
63,0.3576,444,368,1,1
64,0.3040,444,368,1,0
65,0.2584,359,359,1,0
66,0.2196,358,358,1,0
67,0.1867,383,358,1,1
68,0.1587,368,358,1,0
69,0.1349,365,358,1,0
70,0.1146,338,338,1,0
71,0.0974,380,338,1,1
