temperatura,makespan
10000.00000,1475
8000.00000,318
6400.00000,373
5120.00000,291
4096.00000,282
3276.80005,279
2621.44019,332
2097.15210,256
1677.72168,288
1342.17737,270
1073.74194,243
858.99359,233
687.19489,304
549.75592,318
439.80475,244
351.84381,254
281.47507,277
225.18005,303
180.14404,260
144.11523,400
115.29219,359
92.23376,377
73.78701,302
59.02961,289
47.22369,300
37.77895,304
30.22316,304
24.17853,350
19.34282,350
15.47426,348
12.37941,339
9.90353,339
7.92282,336
6.33826,289
5.07061,289
4.05649,263
3.24519,263
2.59615,244
2.07692,228
1.66154,225
1.32923,225
1.06338,224
0.85071,206
0.68057,197
0.54445,197
0.43556,197
0.34845,197
0.27876,197
0.22301,197
0.17841,197
0.14272,197
0.11418,189
