temperatura,makespan
10000.00000,4992
9900.00000,904
9801.00000,921
9702.99023,1043
9605.95996,987
9509.90039,800
9414.80176,833
9320.65430,865
9227.44824,768
9135.17383,781
9043.82227,732
8953.38379,704
8863.84961,665
8775.21094,637
8687.45898,639
8600.58496,629
8514.57910,760
8429.43359,624
8345.13965,648
8261.68848,707
8179.07178,619
8097.28125,690
8016.30859,630
7936.14551,617
7856.78418,602
7778.21631,652
7700.43408,624
7623.42969,586
7547.19531,663
7471.72363,606
7397.00635,646
7323.03613,683
7249.80566,629
7177.30762,694
7105.53467,721
7034.47949,733
6964.13477,670
6894.49365,668
6825.54883,647
6757.29346,570
6689.72070,553
6622.82373,618
6556.59570,586
6491.02979,552
6426.11963,542
6361.85840,552
6298.23975,567
6235.25732,577
6172.90479,619
6111.17578,567
6050.06396,581
5989.56348,562
5929.66797,542
5870.37158,627
5811.66797,584
5753.55127,582
5696.01562,567
5639.05566,565
5582.66504,542
5526.83838,594
5471.56982,604
5416.85400,626
5362.68555,570
5309.05859,566
5255.96826,587
5203.40869,575
5151.37451,581
5099.86084,578
5048.86230,567
4998.37354,562
4948.38965,565
4898.90576,571
4849.91699,626
4801.41797,559
4753.40381,641
4705.86963,619
4658.81104,567
4612.22314,653
4566.10107,581
4520.43994,552
4475.23535,566
4430.48291,610
4386.17822,586
4342.31641,553
4298.89307,566
4255.90430,624
4213.34521,581
4171.21191,569
4129.50000,561
4088.20508,619
4047.32300,558
4006.84985,642
3966.78149,558
3927.11377,581
3887.84277,613
3848.96436,587
3810.47485,552
3772.37012,553
3734.64648,634
3697.30005,627
3660.32715,616
3623.72388,619
3587.48657,586
3551.61182,624
3516.09570,641
3480.93481,581
3446.12549,653
3411.66431,586
3377.54761,558
3343.77222,583
3310.33447,627
3277.23120,578
3244.45898,565
3212.01440,578
3179.89429,561
3148.09546,553
3116.61450,544
3085.44849,542
3054.59399,556
3024.04810,542
2993.80762,541
2963.86963,591
2934.23096,562
2904.88867,586
2875.83984,550
2847.08154,549
2818.61084,562
2790.42480,613
2762.52051,556
2734.89526,554
2707.54639,550
2680.47095,544
2653.66626,565
2627.12964,549
2600.85840,537
2574.84985,556
2549.10132,586
2523.61035,556
2498.37427,570
2473.39062,537
2448.65674,565
2424.17017,553
2399.92847,565
2375.92920,562
2352.16992,570
2328.64819,537
2305.36182,565
2282.30811,562
2259.48511,537
2236.89038,570
2214.52148,586
2192.37622,565
2170.45239,562
2148.74780,556
2127.26025,586
2105.98779,570
2084.92798,592
2064.07861,556
2043.43787,553
2023.00354,596
2002.77356,553
1982.74585,586
1962.91846,593
1943.28931,562
1923.85645,556
1904.61792,553
1885.57178,544
1866.71606,591
1848.04895,565
1829.56848,565
1811.27283,562
1793.16016,592
1775.22852,585
1757.47620,580
1739.90149,624
1722.50244,556
1705.27747,607
1688.22473,565
1671.34253,565
1654.62915,553
1638.08289,586
1621.70203,542
1605.48499,553
1589.43018,550
1573.53589,580
1557.80054,556
1542.22253,603
1526.80029,596
1511.53235,562
1496.41699,549
1481.45288,580
1466.63831,556
1451.97192,604
1437.45227,562
1423.07776,586
1408.84705,565
1394.75854,570
1380.81091,580
1367.00281,565
1353.33276,570
1339.79944,603
1326.40149,570
1313.13745,549
1300.00610,550
1287.00610,549
1274.13611,550
1261.39478,586
1248.78088,562
1236.29309,553
1223.93018,556
1211.69092,580
1199.57397,596
1187.57825,586
1175.70251,544
1163.94556,542
1152.30615,604
1140.78308,542
1129.37524,570
1118.08154,565
1106.90076,580
1095.83179,550
1084.87354,586
1074.02478,556
1063.28455,586
1052.65173,565
1042.12524,550
