temperatura,makespan
10000.00000,127070
8500.00000,3492
7225.00000,3549
6141.25000,3417
5220.06250,3332
4437.05322,3183
3771.49536,3162
3205.77124,3136
2724.90552,3165
2316.16968,3050
1968.74426,2996
1673.43262,3052
1422.41772,2968
1209.05505,3028
1027.69678,3023
873.54230,2985
742.51099,3062
631.13434,2959
536.46417,2959
455.99457,3009
387.59540,2960
329.45609,2952
280.03769,2928
238.03204,2943
202.32724,2918
171.97816,2923
146.18144,2917
124.25423,2920
105.61610,2915
89.77368,2891
76.30763,2919
64.86149,2970
55.13227,2922
46.86243,2957
39.83307,2961
33.85810,2940
28.77939,2940
24.46248,2940
20.79311,2927
17.67414,2894
15.02302,2872
12.76957,2866
10.85414,2861
9.22602,2861
7.84211,2861
6.66580,2856
5.66593,2840
4.81604,2839
4.09363,2839
3.47959,2839
2.95765,2839
2.51400,2839
2.13690,2839
1.81637,2839
1.54391,2839
1.31233,2834
1.11548,2834
0.94815,2828
0.80593,2828
0.68504,2828
0.58229,2828
0.49494,2828
0.42070,2828
0.35760,2828
0.30396,2828
0.25836,2822
0.21961,2822
0.18667,2822
0.15867,2822
0.13487,2822
0.11464,2822
