iteration,makespan
1,126982
2,126901
3,126880
4,126857
5,126819
6,126790
7,126747
8,126735
9,126691
10,126636
11,126601
12,126596
13,126559
14,126473
15,126384
16,126346
17,126282
18,126234
19,126180
20,126134
21,126112
22,126107
23,126086
24,125998
25,125904
26,125879
27,125794
28,125707
29,125609
30,125587
31,125516
32,125476
33,125432
34,125392
35,125311
36,125236
37,125150
38,125061
39,124984
40,124897
41,124879
42,124829
43,124812
44,124764
45,124693
46,124604
47,124571
48,124552
49,124477
50,124427
51,124401
52,124318
53,124259
54,124215
55,124211
56,124203
57,124175
58,124112
59,124047
60,124040
61,123961
62,123882
63,123822
64,123804
65,123801
66,123760
67,123662
68,123562
69,123491
70,123463
71,123392
72,123373
73,123345
74,123268
75,123253
76,123201
77,123186
78,123102
79,123060
80,122967
81,122928
82,122898
83,122818
84,122766
85,122749
86,122660
87,122569
88,122499
89,122466
90,122431
91,122335
92,122273
93,122196
94,122177
95,122109
96,122105
97,122086
98,122015
99,121937
100,121884
101,121835
102,121740
103,121735
104,121659
105,121596
106,121516
107,121457
108,121435
109,121341
110,121328
111,121266
112,121178
113,121116
114,121077
115,121067
116,121019
117,120962
118,120957
119,120934
120,120863
121,120805
122,120728
123,120685
124,120663
125,120614
126,120568
127,120493
128,120426
129,120404
130,120320
131,120271
132,120249
133,120216
134,120142
135,120124
136,120035
137,119948
138,119853
139,119844
140,119789
141,119689
142,119617
143,119590
144,119576
145,119493
146,119488
147,119414
148,119379
149,119283
150,119237
151,119160
152,119123
153,119046
154,118949
155,118853
156,118822
157,118797
158,118705
159,118686
160,118637
161,118585
162,118509
163,118505
164,118413
165,118377
166,118305
167,118224
168,118143
169,118047
170,118009
171,117980
172,117894
173,117856
174,117834
175,117745
176,117696
177,117638
178,117609
179,117551
180,117491
181,117473
182,117392
183,117303
184,117209
185,117188
186,117183
187,117170
188,117094
189,117005
190,116961
191,116915
192,116855
193,116766
194,116685
195,116673
196,116669
197,116592
198,116500
199,116447
200,116389
201,116340
202,116333
203,116287
204,116197
205,116184
206,116123
207,116084
208,116037
209,115978
210,115952
211,115933
212,115860
213,115800
214,115715
215,115633
216,115539
217,115474
218,115404
219,115325
220,115296
221,115292
222,115226
223,115177
224,115143
225,115091
226,115023
227,114971
228,114903
229,114859
230,114765
231,114752
232,114692
233,114649
234,114615
235,114516
236,114502
237,114500
238,114486
239,114409
240,114374
241,114307
242,114272
243,114180
244,114165
245,114145
246,114085
247,114022
248,113937
249,113870
250,113856
251,113775
252,113756
253,113694
254,113664
255,113581
256,113548
257,113523
258,113517
259,113461
260,113428
261,113376
262,113349
263,113340
264,113262
265,113229
266,113143
267,113057
268,112989
269,112893
270,112851
271,112759
272,112707
273,112691
274,112611
275,112610
276,112526
277,112432
278,112382
279,112329
280,112232
281,112179
282,112127
283,112090
284,112012
285,112006
286,111981
287,111903
288,111863
289,111808
290,111779
291,111754
292,111731
293,111636
294,111612
295,111572
296,111558
297,111519
298,111474
299,111450
300,111358
301,111331
302,111318
303,111266
304,111186
305,111151
306,111099
307,111019
308,110922
309,110824
310,110822
311,110813
312,110789
313,110694
314,110682
315,110582
316,110516
317,110497
318,110447
319,110431
320,110350
321,110315
322,110265
323,110234
324,110204
325,110171
326,110075
327,109985
328,109889
329,109871
330,109859
331,109818
332,109722
333,109696
334,109647
335,109646
336,109607
337,109604
338,109577
339,109540
340,109517
341,109509
342,109411
343,109387
344,109358
345,109316
346,109265
347,109214
348,109176
349,109160
350,109145
351,109046
352,108993
353,108976
354,108940
355,108851
356,108765
357,108686
358,108607
359,108551
360,108528
361,108493
362,108453
363,108357
364,108269
365,108222
366,108200
367,108149
368,108068
369,108048
370,107960
371,107861
372,107834
373,107778
374,107756
375,107677
376,107672
377,107636
378,107552
379,107464
380,107453
381,107406
382,107342
383,107329
384,107249
385,107191
386,107180
387,107149
388,107093
389,107000
390,106936
391,106860
392,106813
393,106719
394,106697
395,106611
396,106596
397,106545
398,106481
399,106451
400,106409
401,106377
402,106351
403,106302
404,106250
405,106164
406,106120
407,106055
408,106029
409,105991
410,105966
411,105919
412,105903
413,105848
414,105845
415,105796
416,105794
417,105775
418,105707
419,105678
420,105584
421,105565
422,105510
423,105448
424,105369
425,105349
426,105326
427,105292
428,105282
429,105202
430,105197
431,105103
432,105022
433,104981
434,104927
435,104891
436,104830
437,104824
438,104783
439,104755
440,104684
441,104665
442,104621
443,104554
444,104501
445,104468
446,104386
447,104312
448,104287
449,104238
450,104215
451,104182
452,104093
453,104058
454,103971
455,103877
456,103866
457,103774
458,103744
459,103679
460,103579
461,103514
462,103473
463,103379
464,103351
465,103303
466,103259
467,103177
468,103093
469,103071
470,102987
471,102982
472,102967
473,102907
474,102821
475,102741
476,102732
477,102650
478,102550
479,102509
480,102500
481,102412
482,102317
483,102222
484,102149
485,102105
486,102040
487,101993
488,101901
489,101887
490,101862
491,101807
492,101722
493,101681
494,101630
495,101535
496,101522
497,101452
498,101353
499,101273
500,101265
501,101192
502,101124
503,101040
504,100988
505,100935
506,100855
507,100838
508,100765
509,100704
510,100609
511,100594
512,100578
513,100527
514,100448
515,100422
516,100369
517,100269
518,100246
519,100160
520,100131
521,100099
522,100046
523,100007
524,99978
525,99949
526,99852
527,99770
528,99707
529,99633
530,99572
531,99499
532,99477
533,99461
534,99457
535,99421
536,99341
537,99273
538,99202
539,99195
540,99150
541,99106
542,99069
543,99030
544,98983
545,98956
546,98952
547,98936
548,98864
549,98824
550,98743
551,98704
552,98652
553,98627
554,98584
555,98537
556,98470
557,98447
558,98377
559,98339
560,98286
561,98240
562,98170
563,98135
564,98099
565,98014
566,98000
567,97978
568,97906
569,97831
570,97760
571,97705
572,97607
573,97549
574,97513
575,97433
576,97377
577,97364
578,97281
579,97247
580,97211
581,97154
582,97058
583,97052
584,97046
585,96977
586,96951
587,96921
588,96902
589,96877
590,96860
591,96794
592,96736
593,96702
594,96680
595,96665
596,96651
597,96564
598,96465
599,96400
600,96322
601,96308
602,96288
603,96222
604,96219
605,96195
606,96149
607,96078
608,96053
609,96026
610,95940
611,95909
612,95857
613,95781
614,95700
615,95675
616,95625
617,95624
618,95563
619,95561
620,95545
621,95513
622,95468
623,95424
624,95403
625,95319
626,95254
627,95157
628,95147
629,95061
630,95015
631,94954
632,94942
633,94897
634,94828
635,94748
636,94649
637,94629
638,94595
639,94500
640,94476
641,94465
642,94414
643,94339
644,94312
645,94284
646,94219
647,94122
648,94036
649,94006
650,93948
651,93927
652,93867
653,93857
654,93829
655,93805
656,93730
657,93651
658,93551
659,93453
660,93430
661,93429
662,93389
663,93357
664,93310
665,93260
666,93165
667,93112
668,93067
669,93043
670,92951
671,92902
672,92817
673,92745
674,92734
675,92704
676,92661
677,92577
678,92489
679,92475
680,92457
681,92408
682,92314
683,92277
684,92241
685,92192
686,92167
687,92141
688,92136
689,92088
690,92030
691,91938
692,91935
693,91844
694,91758
695,91716
696,91662
697,91642
698,91580
699,91484
700,91444
701,91423
702,91384
703,91329
704,91299
705,91223
706,91132
707,91055
708,90989
709,90949
710,90928
711,90898
712,90836
713,90743
714,90682
715,90671
716,90578
717,90552
718,90484
719,90470
720,90425
721,90409
722,90354
723,90344
724,90307
725,90241
726,90160
727,90101
728,90020
729,89979
730,89921
731,89836
732,89796
733,89785
734,89772
735,89771
736,89712
737,89613
738,89556
739,89471
740,89392
741,89315
742,89245
743,89145
744,89144
745,89108
746,89065
747,88985
748,88904
749,88903
750,88895
751,88811
752,88731
753,88642
754,88613
755,88586
756,88552
757,88511
758,88510
759,88413
760,88363
761,88267
762,88246
763,88158
764,88157
765,88094
766,88049
767,88026
768,88005
769,87924
770,87909
771,87881
772,87856
773,87821
774,87764
775,87695
776,87692
777,87601
778,87528
779,87482
780,87460
781,87393
782,87337
783,87336
784,87332
785,87295
786,87268
787,87230
788,87138
789,87084
790,87059
791,87048
792,87005
793,86998
794,86955
795,86928
796,86837
797,86824
798,86816
799,86723
800,86718
801,86637
802,86565
803,86509
804,86428
805,86413
806,86316
807,86258
808,86188
809,86133
810,86042
811,86021
812,85957
813,85890
814,85867
815,85852
816,85806
817,85733
818,85719
819,85689
820,85629
821,85562
822,85494
823,85477
824,85460
825,85381
826,85361
827,85263
828,85254
829,85226
830,85204
831,85155
832,85106
833,85100
834,85092
835,85069
836,85024
837,84981
838,84965
839,84867
840,84827
841,84803
842,84756
843,84659
844,84589
845,84490
846,84488
847,84471
848,84409
849,84313
850,84251
851,84207
852,84156
853,84118
854,84072
855,84005
856,83987
857,83947
858,83922
859,83861
860,83833
861,83816
862,83726
863,83700
864,83639
865,83625
866,83569
867,83473
868,83421
869,83328
870,83228
871,83185
872,83130
873,83081
874,82985
875,82984
876,82947
877,82892
878,82836
879,82817
880,82723
881,82650
882,82603
883,82571
884,82502
885,82496
886,82405
887,82347
888,82286
889,82278
890,82258
891,82255
892,82198
893,82122
894,82103
895,82089
896,82026
897,81962
898,81917
899,81908
900,81822
901,81770
902,81722
903,81719
904,81659
905,81570
906,81524
907,81457
908,81447
909,81415
910,81342
911,81280
912,81227
913,81186
914,81144
915,81133
916,81039
917,80955
918,80868
919,80809
920,80757
921,80713
922,80629
923,80537
924,80523
925,80519
926,80502
927,80499
928,80473
929,80431
930,80421
931,80337
932,80297
933,80237
934,80180
935,80086
936,80058
937,79995
938,79901
939,79852
940,79772
941,79691
942,79622
943,79580
944,79484
945,79477
946,79404
947,79368
948,79288
949,79244
950,79221
951,79160
952,79081
953,79052
954,79029
955,78969
956,78942
957,78918
958,78824
959,78781
960,78778
961,78727
962,78699
963,78652
964,78571
965,78476
966,78427
967,78399
968,78315
969,78253
970,78225
971,78139
972,78053
973,77990
974,77972
975,77912
976,77885
977,77855
978,77793
979,77773
980,77760
981,77665
982,77578
983,77558
984,77507
985,77407
986,77340
987,77255
988,77233
989,77141
990,77077
991,77072
992,77053
993,77019
994,76972
995,76918
996,76859
997,76772
998,76724
999,76677
1000,76600
1001,76534
1002,76517
1003,76443
1004,76358
1005,76269
1006,76170
1007,76162
1008,76097
1009,76030
1010,75948
1011,75906
1012,75813
1013,75726
1014,75672
1015,75605
1016,75578
1017,75554
1018,75484
1019,75466
1020,75392
1021,75361
1022,75354
1023,75288
1024,75265
1025,75205
1026,75151
1027,75138
1028,75079
1029,75048
1030,75017
1031,75013
1032,74931
1033,74855
1034,74831
1035,74754
1036,74729
1037,74696
1038,74621
1039,74549
1040,74526
1041,74431
1042,74343
1043,74268
1044,74207
1045,74176
1046,74130
1047,74072
1048,74021
1049,73933
1050,73873
1051,73864
1052,73856
1053,73761
1054,73701
1055,73690
1056,73688
1057,73616
1058,73533
1059,73477
1060,73427
1061,73424
1062,73395
1063,73390
1064,73338
1065,73246
1066,73195
1067,73194
1068,73135
1069,73106
1070,73021
1071,72973
1072,72938
1073,72880
1074,72850
1075,72799
1076,72718
1077,72711
1078,72612
1079,72521
1080,72441
1081,72428
1082,72331
1083,72233
1084,72139
1085,72102
1086,72026
1087,71979
1088,71957
1089,71928
1090,71852
1091,71806
1092,71754
1093,71668
1094,71665
1095,71565
1096,71531
1097,71460
1098,71443
1099,71432
1100,71338
1101,71262
1102,71195
1103,71110
1104,71033
1105,70961
1106,70908
1107,70869
1108,70842
1109,70807
1110,70765
1111,70682
1112,70662
1113,70601
1114,70530
1115,70483
1116,70467
